account_id,customer_id,branch_id,account_type,account_status,customer_segment,currency,opening_balance,current_balance,interest_rate,opened_at,credit_limit,overdraft_limit
ACC000000674,C0000253,BR005,Money Market,Closed,Retail,USD,1054.85,1054.85,2.39,2026-03-17,,
ACC000000675,C0001377,BR002,Fixed Deposit,Active,Retail,USD,659.48,659.48,3.78,2026-03-06,,
ACC000000676,C0000211,BR006,Money Market,Active,Retail,USD,254.01,254.01,2.1,2026-01-31,,
ACC000000677,C0000256,BR003,Money Market,Active,Retail,USD,2564.84,2564.84,3.46,2026-02-15,,
ACC000000678,C0001865,BR005,Fixed Deposit,Closed,Retail,USD,378.11,378.11,5.09,2026-03-22,,
ACC000000679,C0000524,BR001,Current,Active,Premium,USD,14696.2,14696.2,0.01,2025-10-22,43342.55,2436.52
ACC000000680,C0000597,BR001,Checking,Active,Retail,USD,1389.3,1389.3,0.05,2025-09-07,,4325.43
ACC000000681,C0000495,BR007,Current,Inactive,Retail,GBP,3565.8,3565.8,0.01,2026-05-04,32083.97,4325.84
ACC000000682,C0000574,BR007,Fixed Deposit,Closed,Premium,USD,9876.91,9876.91,3.82,2025-11-03,,
ACC000000683,C0001366,BR007,Fixed Deposit,Active,Business,USD,40322.41,40322.41,5.01,2026-03-06,,
ACC000000684,C0000498,BR003,Savings,Active,Retail,USD,3758.86,3758.86,0.71,2026-05-11,,
ACC000000685,C0001600,BR006,Current,Active,Retail,USD,2527.68,2527.68,0.01,2026-02-24,26188.86,4626.22
ACC000000686,C0000784,BR001,Checking,Active,Retail,USD,2480.35,2480.35,0.05,2026-05-10,,2878.13
ACC000000687,C0000241,BR012,Savings,Active,Retail,USD,2890.74,2890.74,2.31,2025-07-26,,
ACC000000688,C0000864,BR006,Checking,Active,Retail,USD,389.33,389.33,0.04,2026-04-08,,2866.72
ACC000000689,C0001071,BR001,Current,Inactive,Premium,USD,28475.2,28475.2,0.02,2025-11-05,33618.88,128.2
ACC000000690,C0001162,BR001,Fixed Deposit,Active,Premium,GBP,24648.44,24648.44,5.0,2025-11-22,,
ACC000000691,C0001494,BR003,Fixed Deposit,Active,Retail,USD,654.14,654.14,3.88,2025-05-02,,
ACC000000692,C0001978,BR001,Current,Inactive,Retail,USD,1416.46,1416.46,0.01,2026-03-04,31922.96,3843.06
ACC000000693,C0000329,BR001,Money Market,Active,Business,USD,57115.53,57115.53,3.01,2026-05-07,,
ACC000000694,C0001600,BR006,Current,Frozen,Retail,USD,1580.51,1580.51,0.01,2025-06-07,37123.04,4181.18
ACC000000695,C0000467,BR002,Fixed Deposit,Active,Retail,USD,2524.66,2524.66,4.6,2024-05-22,,
ACC000000696,C0000641,BR004,Savings,Inactive,Retail,USD,7565.6,7565.6,2.21,2025-02-02,,
ACC000000697,C0000995,BR002,Current,Frozen,Retail,USD,5333.52,5333.52,0.02,2025-07-10,16476.61,557.4
ACC000000698,C0001192,BR002,Money Market,Active,Retail,USD,486.76,486.76,3.01,2025-05-24,,
ACC000000699,C0001103,BR001,Money Market,Active,Business,USD,126308.67,126308.67,1.68,2025-07-12,,
ACC000000700,C0001225,BR009,Current,Frozen,Retail,USD,6829.0,6829.0,0.01,2026-03-06,18013.08,665.16
ACC000000701,C0000789,BR001,Fixed Deposit,Active,Retail,CAD,2661.93,2661.93,3.81,2026-04-27,,
ACC000000702,C0000461,BR002,Checking,Active,Premium,USD,39774.47,39774.47,0.05,2026-04-07,,131.8
ACC000000703,C0000460,BR007,Savings,Active,Retail,USD,13524.67,13524.67,1.8,2026-04-23,,
ACC000000704,C0000443,BR001,Fixed Deposit,Active,Premium,USD,37186.82,37186.82,4.53,2026-05-09,,
ACC000000705,C0001717,BR002,Money Market,Active,Retail,USD,2319.97,2319.97,2.32,2025-10-17,,
ACC000000706,C0001737,BR003,Current,Active,Premium,EUR,37990.39,37990.39,0.02,2026-03-01,37466.24,3533.73
ACC000000707,C0000746,BR006,Fixed Deposit,Active,Retail,USD,2089.93,2089.93,5.31,2026-02-26,,
ACC000000708,C0000481,BR002,Fixed Deposit,Active,Retail,USD,1851.78,1851.78,3.8,2025-12-31,,
ACC000000709,C0001695,BR015,Savings,Inactive,Retail,USD,1272.31,1272.31,0.69,2026-01-19,,
ACC000000710,C0001879,BR006,Money Market,Active,Business,USD,390856.6,390856.6,1.71,2026-05-03,,
ACC000000711,C0001693,BR004,Fixed Deposit,Active,Retail,USD,797.57,797.57,4.39,2025-06-13,,
ACC000000712,C0000459,BR003,Money Market,Inactive,Retail,USD,8369.65,8369.65,2.38,2026-01-05,,
ACC000000713,C0001211,BR002,Savings,Active,Premium,USD,22023.47,22023.47,1.8,2025-10-12,,
ACC000000714,C0001835,BR002,Savings,Active,Retail,USD,446.17,446.17,2.41,2024-07-26,,
ACC000000715,C0000566,BR003,Checking,Active,Retail,USD,2611.42,2611.42,0.04,2026-04-07,,4713.74
ACC000000716,C0000812,BR001,Current,Active,Retail,USD,221.4,221.4,0.01,2026-03-06,12011.94,3992.08
ACC000000717,C0001041,BR010,Savings,Inactive,Retail,CAD,3379.58,3379.58,1.67,2026-04-18,,
ACC000000718,C0001767,BR001,Money Market,Active,Retail,USD,4381.87,4381.87,2.67,2026-01-15,,
ACC000000719,C0001587,BR013,Money Market,Active,Retail,USD,999.89,999.89,1.82,2026-01-06,,
ACC000000720,C0000399,BR001,Money Market,Inactive,Retail,CAD,2045.81,2045.81,3.17,2025-11-05,,
ACC000000721,C0000061,BR004,Current,Active,Business,USD,624676.33,624676.33,0.0,2025-07-09,20475.99,3504.64
ACC000000722,C0001404,BR002,Current,Active,Retail,USD,1090.35,1090.35,0.02,2026-03-23,9557.99,1555.98
ACC000000723,C0000364,BR005,Fixed Deposit,Active,Retail,USD,627.09,627.09,4.0,2025-06-06,,
ACC000000724,C0000465,BR002,Checking,Active,Retail,USD,7955.85,7955.85,0.03,2026-04-05,,102.0
ACC000000725,C0001242,BR001,Money Market,Active,Retail,USD,12869.14,12869.14,1.84,2025-10-10,,
ACC000000726,C0001974,BR015,Checking,Active,Retail,USD,1814.74,1814.74,0.01,2025-10-30,,4525.73
ACC000000727,C0001154,BR002,Checking,Closed,Business,USD,201542.52,201542.52,0.03,2024-09-19,,908.93
ACC000000728,C0000448,BR013,Checking,Frozen,Retail,EUR,6915.19,6915.19,0.03,2024-08-20,,2869.93
ACC000000729,C0001826,BR002,Savings,Active,Retail,USD,860.5,860.5,1.39,2026-01-07,,
ACC000000730,C0001275,BR001,Money Market,Frozen,Business,USD,33444.18,33444.18,1.74,2025-06-17,,
ACC000000731,C0001914,BR002,Fixed Deposit,Active,Retail,USD,6191.14,6191.14,4.48,2026-02-18,,
ACC000000732,C0000343,BR008,Current,Active,Retail,USD,9749.92,9749.92,0.01,2026-04-07,17201.14,2273.34
ACC000000733,C0001349,BR003,Current,Inactive,Premium,GBP,23455.98,23455.98,0.01,2024-07-25,3740.45,1231.11
ACC000000734,C0000290,BR001,Current,Active,Premium,USD,5542.42,5542.42,0.01,2025-02-21,45872.22,4605.62
ACC000000735,C0001661,BR007,Money Market,Active,Retail,USD,13187.98,13187.98,2.83,2025-10-14,,
ACC000000736,C0000657,BR009,Money Market,Active,Retail,USD,1063.19,1063.19,2.29,2026-04-12,,
ACC000000737,C0001119,BR004,Fixed Deposit,Active,Premium,USD,9555.4,9555.4,3.5,2026-04-01,,
ACC000000738,C0001934,BR004,Current,Active,Retail,USD,2546.15,2546.15,0.0,2024-07-07,5663.77,2806.26
ACC000000739,C0001249,BR002,Current,Pending Review,Retail,USD,8554.05,8554.05,0.02,2025-08-09,35095.63,2637.75
ACC000000740,C0000086,BR001,Checking,Active,Retail,USD,4247.03,4247.03,0.05,2025-08-26,,2713.94
ACC000000741,C0001313,BR002,Checking,Active,Retail,USD,2737.68,2737.68,0.02,2026-03-25,,941.2
ACC000000742,C0001975,BR003,Current,Active,Retail,USD,2873.51,2873.51,0.0,2026-02-18,18855.78,3495.92
ACC000000743,C0001866,BR001,Current,Closed,Retail,EUR,1888.46,1888.46,0.01,2025-11-19,4111.69,1018.04
ACC000000744,C0000424,BR003,Money Market,Active,Retail,GBP,3159.41,3159.41,1.91,2024-11-29,,
ACC000000745,C0001412,BR001,Fixed Deposit,Active,Retail,USD,144.09,144.09,5.03,2024-10-08,,
ACC000000746,C0001703,BR002,Savings,Pending Review,Retail,USD,1343.98,1343.98,1.24,2025-11-22,,
ACC000000747,C0001716,BR002,Savings,Active,Retail,USD,2301.51,2301.51,1.84,2026-03-18,,
ACC000000748,C0001807,BR009,Money Market,Active,Retail,EUR,571.91,571.91,2.12,2026-02-09,,
ACC000000749,C0001926,BR008,Fixed Deposit,Active,Retail,USD,2660.64,2660.64,5.06,2026-04-10,,
ACC000000750,C0000773,BR002,Savings,Inactive,Business,USD,46846.64,46846.64,1.7,2025-03-06,,
ACC000000751,C0001284,BR004,Checking,Active,Retail,USD,10461.69,10461.69,0.04,2025-09-15,,1114.87
ACC000000752,C0001306,BR001,Savings,Closed,Retail,USD,8716.91,8716.91,0.87,2025-05-30,,
ACC000000753,C0000671,BR001,Fixed Deposit,Closed,Premium,USD,8384.96,8384.96,4.74,2026-05-06,,
ACC000000754,C0000584,BR003,Fixed Deposit,Frozen,Retail,USD,1554.89,1554.89,4.9,2025-02-26,,
ACC000000755,C0000809,BR006,Savings,Closed,Premium,USD,12407.45,12407.45,1.5,2026-04-10,,
ACC000000756,C0000261,BR003,Checking,Active,Retail,USD,1150.95,1150.95,0.02,2025-11-30,,4165.47
ACC000000757,C0000378,BR001,Checking,Active,Retail,USD,2197.39,2197.39,0.03,2026-03-25,,713.79
ACC000000758,C0001223,BR005,Money Market,Inactive,Retail,USD,847.01,847.01,1.92,2026-01-12,,
ACC000000759,C0000652,BR001,Checking,Closed,Premium,USD,4312.98,4312.98,0.05,2026-01-04,,4609.2
ACC000000760,C0000718,BR003,Checking,Active,Premium,USD,24902.19,24902.19,0.02,2026-01-28,,318.25
ACC000000761,C0000377,BR004,Fixed Deposit,Active,Retail,USD,3393.2,3393.2,5.18,2026-03-09,,
ACC000000762,C0000143,BR007,Money Market,Active,Retail,USD,808.91,808.91,1.79,2026-03-18,,
ACC000000763,C0001975,BR002,Checking,Active,Retail,USD,4426.46,4426.46,0.03,2026-03-08,,3092.93
ACC000000764,C0000348,BR005,Fixed Deposit,Active,Retail,USD,961.43,961.43,3.26,2025-07-21,,
ACC000000765,C0000479,BR001,Checking,Active,Retail,USD,2328.93,2328.93,0.04,2025-06-03,,598.21
ACC000000766,C0000460,BR005,Checking,Active,Retail,USD,4106.57,4106.57,0.04,2024-09-26,,4554.06
ACC000000767,C0001920,BR003,Current,Active,Retail,USD,1748.28,1748.28,0.01,2026-04-01,37529.44,3414.41
ACC000000768,C0001255,BR001,Current,Active,Business,EUR,103330.63,103330.63,0.01,2025-03-13,44032.49,1119.2
ACC000000769,C0000588,BR004,Savings,Closed,Retail,USD,1078.76,1078.76,1.01,2026-04-03,,
ACC000000770,C0000329,BR002,Checking,Active,Business,USD,47298.8,47298.8,0.01,2026-03-09,,2051.86
ACC000000771,C0001802,BR003,Savings,Pending Review,Business,USD,46768.66,46768.66,1.75,2026-04-04,,
ACC000000772,C0000427,BR010,Current,Frozen,Retail,USD,856.99,856.99,0.01,2025-12-05,47642.52,2317.59
ACC000000773,C0000692,BR002,Current,Active,Retail,USD,1515.08,1515.08,0.0,2026-04-15,35773.2,2841.93
ACC000000774,C0001942,BR008,Money Market,Active,Retail,USD,384.28,384.28,3.22,2025-02-25,,
ACC000000775,C0001623,BR002,Fixed Deposit,Active,Retail,USD,1106.38,1106.38,3.27,2025-07-04,,
ACC000000776,C0001336,BR003,Money Market,Active,Retail,USD,1359.84,1359.84,2.18,2025-12-01,,
ACC000000777,C0001823,BR001,Current,Closed,Retail,USD,1399.43,1399.43,0.02,2026-03-10,1679.85,1032.27
ACC000000778,C0001163,BR004,Fixed Deposit,Pending Review,Retail,USD,1420.13,1420.13,4.92,2024-11-26,,
ACC000000779,C0001314,BR002,Savings,Active,Retail,USD,1699.75,1699.75,0.99,2025-11-08,,
ACC000000780,C0001513,BR001,Current,Active,Premium,GBP,21578.26,21578.26,0.01,2026-04-06,36898.22,4379.58
ACC000000781,C0001385,BR001,Checking,Active,Retail,USD,4335.17,4335.17,0.04,2024-03-05,,263.76
ACC000000782,C0001747,BR001,Fixed Deposit,Active,Retail,USD,944.1,944.1,3.53,2024-05-08,,
ACC000000783,C0001722,BR001,Money Market,Closed,Retail,USD,542.83,542.83,3.16,2026-01-11,,
ACC000000784,C0000973,BR002,Savings,Active,Retail,USD,637.76,637.76,1.62,2026-03-28,,
ACC000000785,C0001845,BR008,Savings,Active,Retail,USD,1110.76,1110.76,1.74,2026-03-27,,
ACC000000786,C0000325,BR003,Current,Active,Premium,USD,9396.37,9396.37,0.02,2026-03-08,12844.79,566.8
ACC000000787,C0001937,BR001,Current,Active,Retail,USD,837.15,837.15,0.02,2025-12-21,23904.25,2384.4
ACC000000788,C0001572,BR001,Fixed Deposit,Closed,Premium,USD,3655.12,3655.12,3.45,2025-07-15,,
ACC000000789,C0001831,BR001,Current,Closed,Retail,USD,1145.82,1145.82,0.02,2025-05-11,49396.86,4432.45
ACC000000790,C0000142,BR001,Money Market,Active,Retail,USD,2167.71,2167.71,1.8,2026-03-22,,
ACC000000791,C0001915,BR006,Savings,Closed,Retail,USD,3278.13,3278.13,1.92,2026-02-05,,
ACC000000792,C0001944,BR006,Fixed Deposit,Active,Retail,USD,1035.44,1035.44,3.04,2026-05-11,,
ACC000000793,C0001825,BR004,Savings,Active,Retail,USD,1196.32,1196.32,1.53,2026-03-07,,
ACC000000794,C0001066,BR008,Checking,Active,Retail,EUR,715.73,715.73,0.01,2025-12-22,,1194.02
ACC000000795,C0000628,BR002,Current,Active,Premium,USD,12946.24,12946.24,0.02,2026-04-17,33006.32,3297.05
ACC000000796,C0000682,BR003,Savings,Frozen,Retail,GBP,774.0,774.0,0.52,2024-12-25,,
ACC000000797,C0001175,BR001,Current,Active,Premium,USD,23697.57,23697.57,0.01,2025-07-04,34916.77,1351.42
ACC000000798,C0000769,BR002,Money Market,Frozen,Business,USD,7023.1,7023.1,2.31,2025-03-18,,
ACC000000799,C0000701,BR001,Fixed Deposit,Active,Retail,USD,1261.9,1261.9,4.22,2025-07-19,,
ACC000000800,C0000547,BR001,Current,Closed,Retail,USD,2443.31,2443.31,0.01,2026-04-19,16271.39,2543.96
ACC000000801,C0000233,BR001,Savings,Inactive,Retail,USD,2172.94,2172.94,0.65,2025-01-29,,
ACC000000802,C0000765,BR001,Money Market,Inactive,Retail,USD,26716.42,26716.42,3.23,2025-08-31,,
ACC000000803,C0000020,BR005,Fixed Deposit,Frozen,Retail,USD,2565.22,2565.22,3.39,2025-11-16,,
ACC000000804,C0001283,BR012,Current,Active,Premium,USD,4894.88,4894.88,0.01,2026-03-22,30821.98,280.83
ACC000000805,C0000285,BR001,Checking,Active,Retail,USD,1643.42,1643.42,0.01,2025-10-03,,2164.85
ACC000000806,C0001405,BR001,Checking,Active,Retail,USD,306.05,306.05,0.04,2026-01-06,,963.19
ACC000000807,C0001675,BR001,Current,Active,Retail,USD,1668.03,1668.03,0.01,2025-11-14,33969.89,4325.04
ACC000000808,C0000126,BR002,Money Market,Active,Premium,USD,5807.72,5807.72,1.9,2024-11-29,,
ACC000000809,C0000295,BR008,Money Market,Pending Review,Business,USD,179596.57,179596.57,2.91,2025-12-22,,
ACC000000810,C0000156,BR001,Fixed Deposit,Inactive,Retail,USD,1043.63,1043.63,3.99,2025-10-02,,
ACC000000811,C0001713,BR004,Money Market,Active,Retail,USD,1608.78,1608.78,1.94,2026-03-19,,
ACC000000812,C0000514,BR006,Savings,Active,Retail,USD,957.61,957.61,2.44,2026-03-31,,
ACC000000813,C0000516,BR002,Savings,Active,Retail,USD,10289.21,10289.21,1.19,2026-01-19,,
ACC000000814,C0001502,BR001,Current,Active,Retail,USD,1311.28,1311.28,0.01,2025-04-10,1093.95,3721.34
ACC000000815,C0000181,BR002,Fixed Deposit,Active,Retail,USD,11299.99,11299.99,5.4,2024-10-07,,
ACC000000816,C0001166,BR002,Fixed Deposit,Active,Business,USD,159051.31,159051.31,4.2,2025-12-28,,
ACC000000817,C0001024,BR002,Current,Active,Retail,CAD,2927.98,2927.98,0.0,2025-07-03,29567.84,213.5
ACC000000818,C0000723,BR002,Current,Active,Retail,USD,2614.25,2614.25,0.02,2025-08-07,20460.46,4343.41
ACC000000819,C0000952,BR003,Savings,Active,Retail,USD,2680.6,2680.6,2.4,2026-03-15,,
ACC000000820,C0001789,BR001,Fixed Deposit,Active,Retail,EUR,263.05,263.05,3.37,2026-04-06,,
ACC000000821,C0000749,BR001,Savings,Active,Retail,GBP,1368.02,1368.02,0.93,2025-08-16,,
ACC000000822,C0000034,BR002,Savings,Active,Retail,USD,4209.75,4209.75,1.49,2026-02-14,,
ACC000000823,C0000325,BR002,Money Market,Active,Premium,USD,12722.19,12722.19,2.71,2026-02-04,,
ACC000000824,C0001023,BR002,Savings,Active,Retail,USD,443.55,443.55,1.21,2026-02-13,,
ACC000000825,C0000218,BR001,Fixed Deposit,Active,Business,USD,56224.88,56224.88,3.35,2024-04-09,,
ACC000000826,C0001063,BR010,Savings,Active,Retail,USD,9937.85,9937.85,1.12,2026-04-04,,
ACC000000827,C0000325,BR002,Fixed Deposit,Active,Premium,USD,46485.31,46485.31,3.3,2026-04-07,,
ACC000000828,C0000266,BR003,Fixed Deposit,Active,Retail,USD,1699.34,1699.34,5.16,2024-08-10,,
ACC000000829,C0000757,BR003,Current,Active,Retail,USD,4681.85,4681.85,0.01,2026-02-01,10868.07,1631.0
ACC000000830,C0000479,BR009,Fixed Deposit,Active,Retail,EUR,1253.25,1253.25,4.19,2025-10-08,,
ACC000000831,C0000575,BR003,Money Market,Inactive,Retail,USD,329.02,329.02,3.3,2025-11-15,,
ACC000000832,C0001978,BR002,Money Market,Pending Review,Retail,USD,717.33,717.33,2.69,2026-03-10,,
ACC000000833,C0000486,BR006,Savings,Active,Retail,USD,8629.04,8629.04,0.54,2025-11-18,,
ACC000000834,C0001047,BR008,Current,Inactive,Premium,USD,10157.9,10157.9,0.0,2025-09-06,24801.55,3013.0
ACC000000835,C0001825,BR010,Fixed Deposit,Active,Retail,USD,1417.45,1417.45,3.48,2025-12-13,,
ACC000000836,C0001577,BR002,Savings,Active,Business,USD,41780.88,41780.88,1.45,2026-05-09,,
ACC000000837,C0000458,BR004,Fixed Deposit,Active,Premium,USD,89691.98,89691.98,4.4,2024-09-12,,
ACC000000838,C0001605,BR002,Fixed Deposit,Active,Retail,USD,9190.81,9190.81,5.21,2026-01-02,,
ACC000000839,C0000410,BR006,Savings,Closed,Business,USD,858151.8,858151.8,0.74,2026-05-08,,
ACC000000840,C0001503,BR001,Savings,Active,Retail,USD,1542.18,1542.18,1.0,2026-04-29,,
ACC000000841,C0000771,BR002,Checking,Active,Retail,USD,2429.95,2429.95,0.02,2026-04-25,,144.11
ACC000000842,C0001319,BR005,Checking,Active,Premium,USD,2931.76,2931.76,0.05,2026-02-20,,2233.43
ACC000000843,C0000783,BR003,Money Market,Active,Retail,USD,7918.32,7918.32,3.37,2024-12-02,,
ACC000000844,C0000934,BR002,Money Market,Active,Retail,USD,562.4,562.4,1.76,2026-02-03,,
ACC000000845,C0001959,BR001,Checking,Frozen,Retail,USD,2245.71,2245.71,0.02,2025-06-10,,1576.34
ACC000000846,C0001476,BR002,Checking,Active,Retail,USD,603.47,603.47,0.03,2025-08-20,,1633.05
ACC000000847,C0001713,BR005,Fixed Deposit,Active,Retail,USD,1003.38,1003.38,3.1,2025-10-31,,
ACC000000848,C0001048,BR001,Savings,Active,Retail,GBP,782.69,782.69,0.78,2026-05-04,,
ACC000000849,C0000210,BR003,Savings,Active,Premium,USD,7274.46,7274.46,1.21,2025-01-21,,
ACC000000850,C0000167,BR002,Checking,Active,Retail,USD,1054.56,1054.56,0.03,2025-08-21,,3209.09
ACC000000851,C0000811,BR005,Money Market,Inactive,Premium,USD,7721.25,7721.25,2.4,2026-05-08,,
ACC000000852,C0000237,BR005,Fixed Deposit,Active,Retail,USD,4160.26,4160.26,4.71,2025-03-03,,
ACC000000853,C0000050,BR001,Savings,Active,Retail,USD,598.93,598.93,2.02,2026-04-21,,
ACC000000854,C0001946,BR001,Savings,Active,Retail,USD,2254.18,2254.18,2.01,2026-04-29,,
ACC000000855,C0001373,BR002,Money Market,Inactive,Retail,USD,6111.69,6111.69,2.84,2025-09-07,,
ACC000000856,C0001428,BR002,Checking,Active,Retail,USD,1082.26,1082.26,0.02,2025-10-08,,2913.7
ACC000000857,C0000015,BR002,Checking,Active,Premium,USD,6516.42,6516.42,0.05,2025-04-12,,820.9
ACC000000858,C0000436,BR001,Checking,Closed,Retail,USD,1435.8,1435.8,0.02,2025-09-28,,2781.31
ACC000000859,C0001047,BR002,Savings,Inactive,Premium,USD,43465.6,43465.6,0.89,2026-02-21,,
ACC000000860,C0001839,BR002,Checking,Active,Retail,USD,2195.37,2195.37,0.03,2024-11-24,,4838.67
ACC000000861,C0001376,BR003,Current,Active,Business,USD,31651.56,31651.56,0.01,2026-05-06,5783.12,4665.42
ACC000000862,C0000422,BR001,Money Market,Active,Retail,USD,2933.28,2933.28,2.88,2025-10-26,,
ACC000000863,C0000439,BR008,Fixed Deposit,Active,Retail,USD,600.47,600.47,4.57,2025-04-26,,
ACC000000864,C0001161,BR008,Fixed Deposit,Active,Premium,USD,26406.34,26406.34,3.03,2026-05-11,,
ACC000000865,C0001699,BR001,Fixed Deposit,Active,Retail,GBP,2720.6,2720.6,3.97,2026-02-10,,
ACC000000866,C0000671,BR003,Current,Active,Premium,USD,9820.15,9820.15,0.01,2026-05-07,28261.08,1426.71
ACC000000867,C0001367,BR007,Savings,Active,Retail,USD,781.66,781.66,0.5,2026-02-15,,
ACC000000868,C0000064,BR004,Checking,Closed,Retail,GBP,744.95,744.95,0.02,2026-04-16,,1907.1
ACC000000869,C0001164,BR011,Checking,Active,Retail,USD,3086.57,3086.57,0.02,2025-09-20,,2115.83
ACC000000870,C0001795,BR002,Fixed Deposit,Active,Retail,USD,6179.42,6179.42,4.93,2025-10-21,,
ACC000000871,C0001841,BR001,Savings,Active,Retail,GBP,955.94,955.94,2.27,2024-07-22,,
ACC000000872,C0001640,BR009,Checking,Closed,Premium,USD,21128.68,21128.68,0.04,2026-05-10,,151.84
ACC000000873,C0001907,BR010,Savings,Active,Business,USD,4893.03,4893.03,0.97,2025-03-04,,
ACC000000874,C0001782,BR008,Money Market,Active,Premium,USD,7445.63,7445.63,2.63,2025-01-29,,
ACC000000875,C0000130,BR005,Savings,Active,Premium,USD,12951.17,12951.17,1.25,2026-04-24,,
ACC000000876,C0000077,BR003,Current,Active,Premium,CAD,5379.32,5379.32,0.01,2026-04-11,2679.67,315.05
ACC000000877,C0001577,BR008,Fixed Deposit,Active,Business,USD,19461.48,19461.48,3.67,2026-04-05,,
ACC000000878,C0001375,BR002,Savings,Active,Retail,USD,927.25,927.25,0.5,2025-03-26,,
ACC000000879,C0001332,BR001,Money Market,Inactive,Retail,USD,2421.62,2421.62,3.4,2024-08-28,,
ACC000000880,C0001001,BR006,Checking,Active,Retail,USD,1499.18,1499.18,0.02,2025-02-06,,4103.57
ACC000000881,C0001116,BR001,Fixed Deposit,Active,Retail,USD,192.82,192.82,3.8,2026-03-03,,
ACC000000882,C0001310,BR002,Savings,Active,Retail,USD,216.87,216.87,2.47,2025-07-21,,
ACC000000883,C0001572,BR002,Current,Active,Premium,USD,7281.81,7281.81,0.02,2025-03-27,4779.06,1266.0
ACC000000884,C0000282,BR002,Fixed Deposit,Active,Retail,USD,2857.45,2857.45,4.35,2026-03-21,,
ACC000000885,C0001394,BR001,Checking,Active,Retail,EUR,115.87,115.87,0.05,2026-03-15,,725.25
ACC000000886,C0000700,BR003,Savings,Frozen,Premium,USD,8105.27,8105.27,2.45,2025-09-14,,
ACC000000887,C0001623,BR001,Current,Active,Retail,USD,1068.22,1068.22,0.0,2024-09-03,25318.49,209.89
ACC000000888,C0000213,BR003,Fixed Deposit,Closed,Retail,USD,7246.96,7246.96,3.41,2025-12-17,,
ACC000000889,C0000465,BR004,Fixed Deposit,Active,Retail,USD,1230.26,1230.26,5.09,2026-01-02,,
ACC000000890,C0000765,BR003,Current,Active,Retail,USD,2651.79,2651.79,0.0,2024-12-14,17881.15,2039.99
ACC000000891,C0001540,BR016,Savings,Active,Retail,USD,2082.36,2082.36,2.17,2025-07-04,,
ACC000000892,C0001834,BR005,Checking,Frozen,Retail,GBP,214.74,214.74,0.04,2025-03-09,,2476.01
ACC000000893,C0001876,BR001,Fixed Deposit,Active,Retail,USD,3897.95,3897.95,5.06,2025-06-03,,
ACC000000894,C0001110,BR004,Savings,Active,Business,USD,77534.31,77534.31,0.74,2025-03-26,,
ACC000000895,C0000381,BR006,Checking,Active,Premium,USD,22209.35,22209.35,0.01,2024-11-17,,4724.37
ACC000000896,C0001355,BR002,Money Market,Active,Retail,USD,91696.34,91696.34,1.92,2025-09-14,,
ACC000000897,C0000878,BR004,Current,Active,Retail,USD,224.95,224.95,0.01,2026-05-01,48862.17,2499.97
ACC000000898,C0000720,BR001,Current,Frozen,Retail,USD,10144.6,10144.6,0.01,2026-02-27,5351.34,3442.96
ACC000000899,C0001271,BR008,Current,Pending Review,Premium,USD,10022.15,10022.15,0.02,2025-11-16,38072.95,434.14
ACC000000900,C0000517,BR003,Checking,Active,Retail,USD,2409.87,2409.87,0.04,2026-01-28,,470.03
ACC000000901,C0000778,BR005,Savings,Active,Premium,USD,12765.32,12765.32,1.15,2026-03-25,,
ACC000000902,C0001132,BR006,Current,Active,Retail,USD,1182.95,1182.95,0.0,2026-02-09,6855.02,4313.58
ACC000000903,C0001600,BR001,Money Market,Active,Retail,USD,1022.66,1022.66,2.43,2025-08-14,,
ACC000000904,C0001428,BR003,Money Market,Active,Retail,USD,2513.69,2513.69,2.67,2026-01-20,,
ACC000000905,C0001430,BR003,Savings,Closed,Business,USD,9695.25,9695.25,0.83,2026-04-06,,
ACC000000906,C0000595,BR004,Current,Active,Retail,USD,3829.84,3829.84,0.02,2026-04-08,10356.59,2431.24
ACC000000907,C0000012,BR002,Savings,Inactive,Retail,USD,1192.5,1192.5,0.87,2026-05-11,,
ACC000000908,C0000697,BR007,Money Market,Inactive,Retail,USD,584.02,584.02,2.39,2026-03-28,,
ACC000000909,C0001436,BR010,Checking,Active,Premium,USD,8518.43,8518.43,0.04,2025-09-01,,4733.36
ACC000000910,C0001153,BR001,Current,Active,Retail,USD,6355.97,6355.97,0.0,2025-07-11,26496.17,3469.06
ACC000000911,C0001301,BR003,Current,Active,Retail,USD,1058.56,1058.56,0.01,2025-07-15,21401.63,325.88
ACC000000912,C0000539,BR008,Fixed Deposit,Active,Retail,USD,2587.52,2587.52,3.61,2025-10-14,,
ACC000000913,C0001901,BR008,Checking,Active,Retail,USD,870.48,870.48,0.02,2026-04-12,,982.59
ACC000000914,C0001352,BR019,Fixed Deposit,Active,Premium,USD,28507.48,28507.48,5.43,2026-05-07,,
ACC000000915,C0001345,BR001,Current,Active,Retail,USD,3588.57,3588.57,0.0,2025-09-21,15366.98,3733.21
ACC000000916,C0000801,BR001,Checking,Active,Retail,USD,11482.84,11482.84,0.03,2026-01-16,,1329.44
ACC000000917,C0001087,BR001,Savings,Active,Retail,USD,1516.92,1516.92,1.46,2025-12-15,,
ACC000000918,C0000438,BR001,Current,Active,Retail,USD,3528.59,3528.59,0.0,2026-05-03,27875.11,3135.15
ACC000000919,C0001759,BR006,Savings,Active,Retail,EUR,1994.34,1994.34,0.79,2025-07-03,,
