customer_id,first_name,last_name,email,phone_number,date_of_birth,address,city,state,zip_code,country,registration_date,customer_segment,kyc_status,is_active,annual_income,occupation,nationality
C0000496,Brian,Moore,mccoydonna@example.com,981-435-9989,1968-04-24,70889 Reilly Pass,Port Loriland,ND,52798,USA,2025-02-07,Retail,Verified,True,47546.1,Sales Associate,Gabon
C0000497,Devon,Chang,warroyo@example.net,239.878.5708x20048,1976-10-10,7123 Elliott Hills Suite 112,Craigshire,KY,22173,USA,2025-10-19,Retail,Verified,True,21620.06,Sales Associate,Monaco
C0000498,William,Ford,qlane@example.com,+1-804-209-5314x19615,2001-11-12,327 Craig Valley Apt. 565,Port Sarahshire,AS,86829,USA,2025-09-10,Retail,Verified,True,33018.74,Driver,Cocos (Keeling) Islands
C0000499,Danielle,Dyer,smiles@example.net,(368)934-9604x7842,1960-04-15,85162 Tina Knolls,Port Crystal,KY,71623,USA,2026-04-29,Retail,Verified,True,23439.8,Administrative Assistant,Brunei Darussalam
C0000500,Wayne,Berry,josephross@example.net,339.806.2467x28799,1940-05-20,114 Jason Village,New Paulabury,MI,87163,USA,2024-09-10,Business,Verified,True,88766.11,Sole Trader,Swaziland
C0000501,James,Russell,jasoncortez@example.org,623-604-5881x65025,1999-10-11,41916 Santos Well Apt. 440,Moralesland,NJ,99539,USA,2026-01-22,Retail,Verified,True,57704.4,Driver,Ukraine
C0000502,Sarah,Jones,isabelwheeler@example.net,001-680-888-0678x21417,2002-05-23,59266 Gardner Ridges,Lake Theresa,MO,91789,USA,2026-05-03,Premium,Verified,True,310410.22,Architect,Kazakhstan
C0000503,Sarah,James,haley15@example.com,001-445-201-1929,1961-07-26,3605 Chad Common Suite 039,Clarkmouth,IA,54344,USA,2024-07-14,Premium,Verified,True,42653.28,Financial Analyst,Bolivia
C0000504,Beth,Murphy,grayadrian@example.org,+1-894-624-8942x046,1975-05-21,7605 Baker Bridge Suite 565,Avilamouth,ND,04326,USA,2025-12-01,Retail,Expired,True,48121.51,Driver,Slovenia
C0000505,Kyle,Flores,jameshunter@example.net,4628354662,2005-03-18,401 Chen Rapids Suite 300,Martinburgh,DE,23426,USA,2024-08-24,Retail,Verified,True,26230.52,Nurse,French Polynesia
C0000506,Sylvia,Yates,ebrandt@example.net,+1-374-362-5916x01124,1952-09-05,488 Holder Avenue Apt. 179,Olsonfort,OH,17258,USA,2024-10-31,Business,Pending,True,181734.06,Managing Partner,Tunisia
C0000507,Gerald,Larson,scott04@example.com,(264)526-1212,1945-09-29,75365 Delacruz Place Apt. 785,West Tonya,NY,23416,USA,2025-04-26,Retail,Verified,True,27005.69,Teacher,Brunei Darussalam
C0000508,Emily,Neal,wesleyjohns@example.com,001-340-406-4454x75231,1948-10-04,74897 Shannon Trail,Duranbury,TN,38966,USA,2024-09-15,Premium,Verified,True,58782.86,Software Engineer,Liechtenstein
C0000509,Anthony,Dillon,ecohen@example.com,(208)801-9630x453,1951-11-29,8824 Mark Forks,Alexanderville,NY,09561,USA,2025-09-07,Retail,Pending,True,37207.32,Teacher,Kazakhstan
C0000510,William,Palmer,kirbymichael@example.org,344-954-4608x385,1972-08-17,8105 Dawn Crossing,New Stephen,NY,67674,USA,2025-01-31,Retail,Verified,True,23969.2,Retired,Tunisia
C0000511,Jill,Lara,hmcneil@example.net,001-629-804-5792x71472,1977-01-11,19864 Joseph Ford,New Shannon,NC,31363,USA,2025-01-05,Business,Verified,True,333155.78,Company Secretary,Montenegro
C0000512,Dakota,Daugherty,kjohnson@example.net,428.380.9832,1994-04-12,02320 Bryan Pike,Murrayfurt,DE,06439,USA,2024-02-16,Business,Verified,True,257766.53,Company Secretary,Malawi
C0000513,Crystal,Powers,hespinoza@example.org,+1-514-635-6140,1997-08-11,319 Kristi Harbor Suite 823,Kyleshire,MD,89142,USA,2024-05-31,Retail,Verified,True,32225.91,Administrative Assistant,Antigua and Barbuda
C0000514,James,Mejia,bryantkaren@example.org,2542596715,1940-08-10,6641 Alexander Rue Suite 541,Lake Marybury,LA,00708,USA,2025-11-25,Retail,Verified,True,23068.38,Retired,Mauritius
C0000515,Craig,Mendez,kelsey70@example.net,+1-805-883-6683x482,1962-05-28,9708 Amber Point,South Allisonfort,WY,81027,USA,2024-04-22,Premium,Verified,True,69838.25,Business Owner,Haiti
C0000516,Nathan,Garza,michaelanthony@example.net,460.893.2012x657,1942-06-12,1809 Michael Cliffs,Wardhaven,MD,15938,USA,2025-12-16,Retail,Verified,True,52981.37,Driver,Libyan Arab Jamahiriya
C0000517,Kelly,Davis,tracycruz@example.org,818-482-4199,1971-06-15,2229 Cook Radial Apt. 704,Josephberg,CT,73056,USA,2025-06-22,Retail,Verified,True,46651.42,Student,Pitcairn Islands
C0000518,Nathan,Bass,floreskimberly@example.org,2923257090,1960-05-05,56407 Jason Dale Suite 728,New Cheryl,FM,95019,USA,2025-03-10,Retail,Verified,True,22275.05,Sales Associate,Albania
C0000519,Christopher,Meyer,eugenegreen@example.com,912.361.6850,1944-05-02,8011 Villegas Ridge,Port Steven,AS,14815,USA,2024-05-13,Retail,Verified,True,38164.7,Retail Worker,Germany
C0000520,Ronald,Adkins,manningjeremy@example.com,7922300716,1953-01-05,4189 Hoffman Islands,Jeremyberg,AS,74882,USA,2026-03-21,Premium,Verified,True,154946.05,Consultant,Lao People's Democratic Republic
C0000521,Brittany,Berry,mcooper@example.com,371-561-9827x348,1968-06-24,45025 Walker Falls,South Patriciaborough,FM,95970,USA,2025-07-13,Retail,Verified,True,15761.06,Driver,Kazakhstan
C0000522,Alexandria,Keith,matthewhull@example.com,606.548.6067x39834,1957-10-13,53646 Amber Isle Suite 077,Janetfurt,MN,59350,USA,2025-06-05,Premium,Verified,True,136764.55,Financial Analyst,Guinea
C0000523,Michael,Sanders,annedaniel@example.org,+1-508-355-1074x091,1945-10-22,78619 Douglas Valley,Janetmouth,TX,51496,USA,2024-03-24,Retail,Pending,True,26073.85,Teacher,Poland
C0000524,Gregory,Schultz,xlove@example.org,441-820-1227x59500,1988-03-06,51532 Levy Shoal,Scottmouth,AZ,57918,USA,2025-03-14,Premium,Verified,True,139018.07,Software Engineer,Aruba
C0000525,Mary,Garcia,ipadilla@example.com,+1-680-559-5031x006,2005-05-29,039 Aaron Keys Apt. 036,New Cherylport,CA,09939,USA,2026-04-23,Retail,Verified,True,24794.33,Retired,French Southern Territories
C0000526,Christina,Davis,veronicarogers@example.net,+1-828-355-3595x205,1983-01-07,67990 Raymond Meadow,North Amymouth,NJ,34942,USA,2024-03-09,Retail,Verified,True,14728.78,Retired,Slovakia (Slovak Republic)
C0000527,Paula,Ferrell,heather23@example.net,894.949.5300,1987-09-08,2550 Ethan Keys Apt. 173,Edwardsberg,MH,51771,USA,2024-10-12,Retail,Verified,True,16094.43,Student,France
C0000528,Stephen,Scott,burtondoris@example.net,001-823-234-5110x090,1947-07-23,08868 Sanchez Drive Apt. 166,Robinsonberg,RI,01352,USA,2025-03-13,Retail,Verified,True,37199.2,Retail Worker,Ukraine
C0000529,Matthew,Hester,kcook@example.net,+1-875-692-1299,1986-07-10,0336 Laura Square,South Mitchell,NC,24950,USA,2024-04-30,Retail,Pending,True,41351.39,Driver,Equatorial Guinea
C0000530,Tonya,Wu,aaronwallace@example.org,(323)780-2362x192,1971-10-18,970 Cunningham Mews,Port Danielchester,IL,70694,USA,2025-07-30,Retail,Verified,True,23105.86,Sales Associate,Grenada
C0000531,Andrea,Cross,ashley77@example.org,001-516-388-0053x789,1977-10-21,289 Nolan Unions Suite 540,New Devinfort,GA,00660,USA,2024-03-24,Retail,Verified,True,49975.9,Student,Christmas Island
C0000532,Jason,Phillips,colleenroberson@example.org,(520)441-4474,1977-11-14,65993 Emily Street,East Barryborough,AR,36807,USA,2024-08-19,Retail,Expired,True,15823.32,Sales Associate,Cyprus
C0000533,David,Love,ihoward@example.net,735-230-2816,1998-05-13,6300 Espinoza Ranch Apt. 777,Raymondshire,CT,80599,USA,2026-04-14,Business,Verified,True,254520.37,CFO,Czech Republic
C0000534,Katrina,Sutton,vickidavis@example.net,+1-517-646-9029x83104,1949-05-06,662 Ashley Unions,North Robert,AL,66179,USA,2024-03-27,Retail,Pending,True,19820.89,Nurse,Haiti
C0000535,Angela,Richardson,zskinner@example.com,001-606-636-2198x65504,1967-12-24,076 Petty Spur Suite 933,Cooperport,SD,79736,USA,2025-08-08,Retail,Verified,True,26214.87,Teacher,Chad
C0000536,James,Bradford,htaylor@example.org,224-936-2585x4218,1971-03-25,962 Jennifer View,Lake Carolynfurt,KS,29415,USA,2024-11-08,Premium,Verified,True,101563.47,Business Owner,Monaco
C0000537,Linda,Clay,stacey25@example.net,5583333430,1963-06-02,587 Johnson Stravenue,Mitchellmouth,WI,95890,USA,2025-08-29,Retail,Pending,True,23618.68,Warehouse Worker,United States Virgin Islands
C0000538,Anne,Adams,laura69@example.net,001-845-335-3659x7466,1987-04-21,42125 Wood Plain Apt. 959,Williammouth,HI,52811,USA,2024-08-09,Business,Verified,True,197275.31,Operations Manager,Gibraltar
C0000539,Shelby,Johnston,cturner@example.org,330-674-2359,1993-11-19,1404 John Estate,Velasquezport,WI,42016,USA,2025-04-24,Retail,Failed,True,60062.83,Retail Worker,Croatia
C0000540,Lisa,Chavez,xrobinson@example.com,410.408.1785,1989-03-31,58718 Flores Fords,Lisaview,WA,23598,USA,2025-11-03,Premium,Verified,True,69833.2,Business Owner,Tuvalu
C0000541,William,Murray,megan70@example.org,832.808.6523x7772,2002-01-01,3370 Joshua Circle Apt. 527,North Sarastad,MD,85576,USA,2026-03-17,Retail,Verified,True,55151.88,Student,Palestinian Territory
C0000542,Brandon,Johnson,timothyfleming@example.net,(214)625-7316,2007-04-30,136 Troy Expressway,East Davidfurt,RI,45833,USA,2025-06-29,Business,Verified,True,108687.77,Company Secretary,Russian Federation
C0000543,April,Myers,burkejacob@example.net,+1-973-552-5953x3222,1950-11-08,992 Justin Walk,Vazquezbury,WY,46905,USA,2024-12-16,Retail,Verified,True,47330.12,Driver,Bulgaria
C0000544,Rodney,Miller,teresa76@example.org,3874082697,1955-10-14,0107 Eric Courts,Deannaside,IN,73675,USA,2024-10-11,Premium,Verified,True,234436.77,Business Owner,Romania
C0000545,Tamara,Vasquez,wleblanc@example.com,+1-446-573-5742,1946-06-18,222 Cynthia Throughway,Jonberg,MI,73929,USA,2024-08-27,Retail,Verified,True,10553.13,Administrative Assistant,Saint Barthelemy
C0000546,Elizabeth,Jennings,gregorymullen@example.com,5629953506,1995-11-14,18046 Hill Views,North Todd,MD,30531,USA,2025-04-18,Retail,Verified,True,24380.83,Administrative Assistant,Sierra Leone
C0000547,Denise,Nguyen,beasleycharles@example.com,(760)884-6397,1948-08-30,4705 King Cliffs,Lake Donna,MN,11835,USA,2025-10-27,Retail,Verified,False,48462.04,Retired,Saint Helena
C0000548,Charles,Knight,mark40@example.net,+1-919-269-3957x87520,1958-07-29,42620 Cindy Run,Davisland,FL,40803,USA,2024-04-23,Retail,Verified,True,32809.63,Driver,Wallis and Futuna
C0000549,Ashley,Walton,nbullock@example.com,889.976.0987x312,1954-02-03,19227 Leonard Burgs Suite 598,Wongchester,MI,31595,USA,2024-11-19,Retail,Verified,True,43720.52,Retail Worker,Wallis and Futuna
C0000550,Gail,Mccullough,james91@example.net,001-465-343-0895x23120,1983-04-19,0576 Kaiser Port,Marshport,NJ,01403,USA,2024-03-18,Premium,Verified,True,68707.17,Attorney,Afghanistan
C0000551,Robert,Hoffman,itorres@example.net,001-767-864-9797x41636,1949-11-27,5006 Michael Square,South James,OR,97378,USA,2025-08-22,Retail,Verified,True,37922.31,Student,Faroe Islands
C0000552,Ronald,Lopez,halexander@example.net,001-752-996-3530,1978-10-24,55128 Steven Spring,South Kevin,CO,41659,USA,2025-03-26,Retail,Verified,True,33595.97,Retail Worker,United States Virgin Islands
C0000553,Christine,Hansen,cheryl54@example.com,+1-863-545-4434x41491,1976-01-21,449 Mitchell Ports,Natalieview,AK,69421,USA,2024-09-23,Retail,Verified,True,65113.75,Nurse,Cameroon
C0000554,Brandon,Murphy,uanderson@example.com,001-939-488-9413x2109,1955-08-22,217 Timothy Hollow,Jameschester,MN,44630,USA,2026-01-04,Retail,Verified,True,41241.92,Student,South Georgia and the South Sandwich Islands
C0000555,David,Strickland,sanchezbrad@example.com,001-264-261-2939,1980-03-18,512 James Way,Cookfurt,VI,47193,USA,2026-04-01,Retail,Verified,True,42993.38,Administrative Assistant,Romania
C0000556,Peter,Rivera,courtney70@example.net,(819)593-1458x43456,1980-11-04,38850 Kenneth Falls,Port Rick,TN,97607,USA,2024-07-29,Premium,Verified,True,77101.18,Physician,Antigua and Barbuda
C0000557,John,Collins,isaac63@example.net,204-237-9686,1998-09-30,294 Mullins Causeway Apt. 177,Calebview,ID,05421,USA,2025-04-14,Premium,Verified,False,73676.29,Software Engineer,Cote d'Ivoire
C0000558,Lucas,Moore,stacey22@example.net,+1-446-565-2752x332,1997-08-15,02569 Jason Wells,East Andrewborough,KS,54016,USA,2025-12-28,Retail,Verified,True,29252.52,Driver,Kazakhstan
C0000559,Jessica,Martinez,xlogan@example.org,762.579.9553x024,1944-12-20,23984 Jackson Burgs,West Jennifer,WY,17777,USA,2024-03-13,Retail,Verified,True,44232.99,Driver,Brunei Darussalam
C0000560,Kenneth,Jones,davisjennifer@example.org,+1-724-605-0764x87177,1977-02-13,99240 Ward Plains Apt. 872,Fullermouth,NY,08901,USA,2024-10-06,Retail,Verified,True,29422.29,Nurse,Cape Verde
C0000561,Carol,Lang,paul84@example.net,482-337-3379x121,1961-11-28,18780 Heidi Spurs,Aguirreton,TN,10191,USA,2025-12-06,Retail,Failed,True,41977.43,Retired,Timor-Leste
C0000562,Michelle,Washington,yatessarah@example.net,(751)399-9452,1943-09-23,22276 Wright Point Suite 220,Mercedesberg,FL,15310,USA,2025-08-06,Retail,Verified,True,102508.44,Retail Worker,Christmas Island
C0000563,Erin,Cohen,brittany63@example.org,001-908-733-4447x0488,1966-01-03,7020 Austin Lane,Charlesmouth,ID,89875,USA,2025-11-27,Retail,Verified,True,56137.67,Student,Luxembourg
C0000564,Claire,Mckee,qsimmons@example.org,(995)763-4277,1957-11-16,59206 Norma Keys,East Lisaberg,AK,86237,USA,2025-07-27,Premium,Verified,True,81176.89,Attorney,Montserrat
C0000565,Sara,Hernandez,daryl56@example.org,5299559636,1989-09-15,629 Beck Falls,South Nicholasmouth,TN,34476,USA,2026-03-10,Retail,Verified,True,66211.34,Retired,Anguilla
C0000566,Elizabeth,Morgan,jamierodriguez@example.net,+1-300-449-8321,1984-05-05,21548 Jennifer Plain,Port Ryan,MT,70727,USA,2026-02-14,Retail,Expired,False,29612.81,Retail Worker,Iran
C0000567,Patricia,Garcia,schmidtjose@example.net,9649420062,1960-08-20,58566 Bautista Locks Suite 196,East Kenneth,HI,15153,USA,2024-08-06,Premium,Verified,False,29060.21,Software Engineer,Saint Barthelemy
C0000568,Ryan,Thomas,leeandre@example.net,604-929-4831,2003-08-29,79726 Johnston Pine,Lake Eugeneborough,DE,96885,USA,2026-05-03,Retail,Verified,True,21937.59,Administrative Assistant,Angola
C0000569,Jeffrey,Reynolds,ssmith@example.net,(500)805-3285,1944-03-29,05052 Sanchez Pines,New Jennifer,MI,73003,USA,2024-09-08,Retail,Verified,True,14251.31,Warehouse Worker,Uzbekistan
C0000570,Megan,Gilbert,brownraymond@example.net,(927)863-3283x89633,1968-10-19,518 Thompson Motorway,East Ryanport,WI,14743,USA,2024-01-02,Retail,Verified,True,30462.24,Retired,Belarus
C0000571,Eric,Wagner,jamesperez@example.net,(318)983-5279,1953-04-13,067 Cruz Run Apt. 659,North Cynthia,ND,69005,USA,2024-06-05,Business,Verified,True,272320.43,CFO,Togo
C0000572,Lisa,Wright,howellstuart@example.com,(917)481-5969x83845,1984-11-16,266 Dominguez View,Fergusonburgh,RI,46887,USA,2024-05-26,Premium,Verified,True,269915.0,Consultant,Burundi
C0000573,Shane,Parker,matthewwalker@example.com,+1-860-874-2990x74729,1962-05-21,79967 Anna Plaza Suite 474,Ginashire,LA,53667,USA,2025-03-04,Retail,Verified,True,42764.5,Driver,Belarus
C0000574,William,Lang,daniel73@example.com,285.636.9881x649,2005-04-03,0928 Liu Islands Apt. 102,Taylormouth,AZ,52498,USA,2025-09-13,Premium,Verified,True,86555.38,Consultant,French Guiana
C0000575,Carolyn,Brown,josephbass@example.com,513.908.8983x05748,1977-12-25,185 Joyce Freeway Apt. 275,North Aaronton,TX,45709,USA,2025-08-29,Retail,Verified,False,54978.79,Student,Senegal
C0000576,Richard,Vargas,deanna05@example.com,918-249-3784x6790,1986-07-22,726 Anthony Roads,South Nathan,UT,16606,USA,2024-03-14,Retail,Verified,True,12021.26,Warehouse Worker,Djibouti
C0000577,Samantha,Turner,david90@example.com,345.768.6524x0622,1958-10-30,967 Leslie Manors Apt. 221,West Joeport,NV,04354,USA,2025-02-05,Retail,Failed,True,40855.93,Sales Associate,Luxembourg
C0000578,Timothy,Price,gail55@example.net,796.252.1383,1961-04-10,24553 Gabriel Village Apt. 036,Lake Jack,CO,09412,USA,2026-01-03,Retail,Verified,True,53392.88,Teacher,Dominica
C0000579,Kimberly,Thomas,bsimpson@example.com,+1-783-495-8558,2003-03-07,425 Jennifer Island,South Darrellhaven,MD,64628,USA,2025-07-26,Retail,Verified,True,17338.88,Administrative Assistant,Nicaragua
C0000580,Shane,Brown,ricedana@example.com,491-647-7447x3535,1946-01-29,417 Michael Hills Suite 344,North Mathew,NM,67419,USA,2026-04-10,Business,Verified,True,669980.06,Business Owner,Antarctica (the territory South of 60 deg S)
C0000581,James,Moreno,ymiller@example.org,001-433-389-2608x788,1955-06-26,78730 Wilcox Mews Apt. 515,North Sean,ME,54056,USA,2025-05-22,Retail,Verified,True,43012.59,Sales Associate,Switzerland
C0000582,Jason,Murphy,timothyshaffer@example.net,6186915673,1985-05-02,1776 Brittany Locks Apt. 433,Taylorshire,KS,49793,USA,2025-10-29,Retail,Verified,True,29506.21,Warehouse Worker,Estonia
C0000583,Rebecca,Williams,norrisdaniel@example.net,+1-385-873-9083x521,2006-06-25,2464 Harvey Villages Suite 957,New Renee,MN,64762,USA,2025-05-25,Retail,Expired,True,49830.92,Retail Worker,North Macedonia
C0000584,Ashley,Webster,soniaharmon@example.net,3224179789,1988-09-03,839 Roach Mountain Apt. 598,Ruthview,MA,13461,USA,2025-02-17,Retail,Expired,True,113022.98,Driver,South Africa
C0000585,Jamie,Crawford,alexandramyers@example.net,812-330-3885,2003-05-16,397 Joshua Junction,Port Andrewshire,SC,22380,USA,2024-06-12,Retail,Verified,True,39772.58,Warehouse Worker,Kenya
C0000586,Barbara,Wood,anncoleman@example.com,001-933-251-5880,1972-03-17,26011 Kristin Common Apt. 382,Parkermouth,MI,16395,USA,2025-01-13,Retail,Verified,True,41114.26,Retired,Saint Kitts and Nevis
C0000587,Bobby,Brown,margaret18@example.net,504-850-2437,1969-05-22,8736 Taylor Mill,East Hannahhaven,VA,79089,USA,2025-09-14,Retail,Verified,True,28863.11,Nurse,Montenegro
C0000588,Jason,Allen,bushcourtney@example.net,461-754-7315x66397,1957-01-21,16436 Donna Villages Apt. 772,Johnsonburgh,ND,78423,USA,2025-10-17,Retail,Verified,True,23743.83,Driver,Seychelles
C0000589,Nicholas,Smith,kennethboyd@example.com,641-861-0197x535,1984-08-08,51038 Derek Forest Apt. 427,Clarkberg,PR,67231,USA,2024-06-08,Business,Verified,True,521397.85,Director,Estonia
C0000590,Jonathon,Nelson,ricebeth@example.net,430-496-9067x64909,1983-06-28,874 Webster Keys Apt. 358,Taylorfort,DE,59943,USA,2025-02-17,Retail,Verified,True,23669.87,Student,Tuvalu
C0000591,Andrew,Faulkner,mccormickkatherine@example.com,001-903-743-9881x87387,1953-09-26,336 Juarez Mission,Port Johnbury,VT,01605,USA,2024-01-20,Retail,Verified,True,37638.51,Student,Nigeria
C0000592,Daniel,Lynn,williamwalsh@example.com,2286262542,2002-07-02,231 Jennifer Knolls,Murraytown,KY,99848,USA,2025-03-10,Retail,Verified,True,28600.27,Student,Bahrain
C0000593,Brian,Vaughn,cory32@example.com,(638)910-9794x122,1941-09-13,872 Bird Way,Harrisburgh,MN,10741,USA,2026-02-09,Retail,Verified,True,46142.51,Nurse,Tajikistan
C0000594,Laura,Lopez,bakerpamela@example.net,+1-832-361-1890x03468,1960-09-04,07028 West Shoal Apt. 020,New Matthewbury,MO,54778,USA,2024-07-29,Retail,Verified,True,42908.75,Administrative Assistant,Bangladesh
C0000595,Michael,Ortiz,smithsteven@example.net,900-317-3259x00739,1979-03-27,72211 Amber Light,Lake Williamland,SD,51599,USA,2026-02-08,Retail,Verified,True,61008.59,Retired,Cambodia
C0000596,David,Brock,leslie46@example.org,219.428.1707x4436,1952-12-29,4225 Christopher Locks,East Matthewborough,PW,77533,USA,2025-02-23,Retail,Verified,True,28141.25,Student,Saudi Arabia
C0000597,Donald,Oconnor,aguilarkevin@example.com,926.890.3265x5132,1945-12-17,794 Tara Springs,West Stacy,GU,91208,USA,2025-07-11,Retail,Verified,True,31731.42,Driver,Myanmar
C0000598,Michael,Reyes,danielandrews@example.org,889-812-6864x98647,1977-02-10,76008 Collins Green,New Karamouth,GU,86661,USA,2024-05-17,Premium,Verified,True,54871.08,Physician,Mongolia
C0000599,Ashley,Henry,christopherturner@example.org,(898)636-9235x3484,1947-10-25,82139 Flores Meadows Apt. 202,East Jamesfort,TX,97827,USA,2024-08-18,Retail,Verified,True,29081.38,Nurse,Tonga
C0000600,Michael,Murphy,kathleensmith@example.org,3882634673,1941-05-08,899 David Crest,Yatestown,OR,12604,USA,2025-08-20,Retail,Verified,True,43855.27,Student,Montenegro
C0000601,Judith,Hernandez,dominicsimpson@example.com,001-398-897-9060x8548,1991-08-08,6300 Sandra Via Suite 336,North Jenniferbury,NV,11312,USA,2024-05-29,Retail,Verified,True,53023.7,Retired,Mali
C0000602,Christopher,Davis,heather58@example.org,001-894-820-3401x53534,2000-05-28,5699 Campbell Squares,Michellechester,NV,19935,USA,2024-03-24,Retail,Verified,True,22900.58,Driver,Bhutan
C0000603,Andrea,Adams,patrickjasmine@example.net,282-423-8794,1944-05-06,08581 Baker Islands Apt. 735,South Larry,IN,45647,USA,2025-12-06,Retail,Verified,True,56095.06,Administrative Assistant,Andorra
C0000604,Kenneth,Moore,riddleann@example.org,+1-751-281-6125,1940-12-07,610 Steven Extensions Apt. 046,Johnsonland,DC,74105,USA,2025-01-11,Premium,Verified,True,222655.88,Financial Analyst,Mali
C0000605,Stephen,Johnson,jamesstrong@example.net,001-861-751-2048x5076,1950-02-11,446 Tara Inlet,East Tiffany,MT,29174,USA,2025-04-10,Retail,Verified,True,44654.82,Warehouse Worker,Hungary
C0000606,Tammy,Rodriguez,cookadam@example.com,001-434-472-4358x6176,1996-07-07,27267 William Vista Suite 656,Port David,CA,81949,USA,2025-11-17,Retail,Verified,True,92818.19,Student,Turks and Caicos Islands
C0000607,Riley,Gardner,kristy47@example.com,329-603-5006,2008-04-05,2235 Cain Inlet Apt. 466,North Edward,MA,84019,USA,2025-11-03,Premium,Verified,True,62051.9,Financial Analyst,Tajikistan
C0000608,Cassandra,Potter,michaelandrews@example.org,5643411197,1957-07-24,3063 Perez Springs,Vincenthaven,AS,23932,USA,2024-04-10,Premium,Verified,True,46779.82,Software Engineer,Marshall Islands
C0000609,Joshua,Solis,kaiserrichard@example.org,(411)502-1254x341,1975-07-13,60498 Smith Garden,Thomashaven,MS,07430,USA,2024-03-31,Retail,Verified,True,14922.72,Retired,Cook Islands
C0000610,Bryan,Hale,wheelerandrea@example.net,+1-590-311-4003x471,1951-06-19,197 Williams Summit Apt. 625,Lake Williamville,OR,85437,USA,2025-03-18,Retail,Verified,True,76728.01,Warehouse Worker,Tanzania
C0000611,Daisy,Underwood,michelle01@example.org,975.435.8210,2006-12-04,072 George Centers Apt. 716,South Anthonyhaven,DE,81184,USA,2025-12-31,Premium,Verified,True,146183.71,Financial Analyst,Syrian Arab Republic
C0000612,David,Harris,fking@example.org,+1-337-253-0768,1950-11-19,8085 Owens Parkway,North Geoffreyview,TN,38926,USA,2024-10-28,Premium,Verified,True,95477.82,Investment Manager,South Georgia and the South Sandwich Islands
C0000613,Dennis,Walter,francisholloway@example.com,001-806-996-8574,1992-08-16,7516 John Vista,Heidiberg,CO,42687,USA,2024-03-26,Retail,Pending,True,41772.12,Retail Worker,Saint Pierre and Miquelon
C0000614,Mary,Kline,paulsmith@example.org,335.508.4243,1948-03-20,8481 Andrew Hollow,Lake Ronaldland,GU,02528,USA,2025-05-06,Premium,Verified,True,50247.02,Physician,Togo
C0000615,Brandon,Garcia,bennettjennifer@example.net,+1-664-363-3953,1955-12-02,50147 Green Drives,Wagnershire,WY,56139,USA,2024-07-08,Retail,Expired,True,123361.7,Sales Associate,Ghana
C0000616,John,Rogers,taylorkaylee@example.com,651.423.9597x8155,1972-07-06,097 Jeremy Lights Apt. 244,Changstad,WI,37225,USA,2025-10-18,Retail,Verified,True,38739.33,Student,Sierra Leone
C0000617,Taylor,Johnson,alexanderanthony@example.org,5879156478,1971-11-03,17543 Kimberly Mills,Loriport,NY,43009,USA,2025-12-14,Retail,Verified,True,38357.19,Sales Associate,Paraguay
C0000618,Patrick,Martin,martintownsend@example.com,+1-486-227-2884x07664,1952-09-06,632 Dougherty Wall Apt. 538,Alvarezberg,MI,79634,USA,2024-07-13,Premium,Verified,True,152582.39,Attorney,Cuba
C0000619,Allison,Bowen,alawson@example.net,001-504-688-6932x055,2001-02-19,0892 Gonzalez Manor,West Caitlynmouth,NE,34235,USA,2024-01-14,Retail,Verified,True,46189.35,Retail Worker,Germany
C0000620,Erin,Rojas,vcole@example.com,697.475.5426x19038,1953-06-01,3627 Henry Squares,East Sherry,FL,63696,USA,2024-06-09,Business,Verified,True,320971.37,CFO,Botswana
C0000621,Charles,Marshall,denise76@example.net,771-362-0429,1992-03-09,8698 Antonio Extensions Apt. 690,New Melissa,HI,25035,USA,2024-02-15,Retail,Verified,True,24459.23,Teacher,United Arab Emirates
C0000622,Julie,Cooley,davistiffany@example.com,(364)971-0680,1952-08-15,31637 Pamela Spur Apt. 049,East Jack,MP,60641,USA,2024-10-12,Business,Pending,True,391278.43,Director,El Salvador
C0000623,Joshua,Lane,royscott@example.net,676-238-0839x065,2002-10-01,9985 Holly Forges,East Steven,GA,99868,USA,2026-02-05,Retail,Verified,True,93061.17,Student,Cocos (Keeling) Islands
C0000624,Michelle,Moore,shortjeffrey@example.net,8497602667,1977-03-03,2845 Brianna Greens,Andrewtown,NY,72083,USA,2025-11-06,Retail,Verified,True,71161.7,Student,Gabon
C0000625,Aaron,Goodman,karen02@example.org,+1-301-792-9022,1995-11-23,90448 Brenda Extensions Apt. 533,East Adam,GA,32571,USA,2025-07-09,Retail,Verified,True,80546.77,Nurse,Bangladesh
C0000626,Eric,Brooks,maurice01@example.net,001-535-545-0369x8884,1943-02-18,24362 Anderson Valleys,West Anneside,SD,30711,USA,2024-07-09,Retail,Verified,True,28124.38,Administrative Assistant,Brunei Darussalam
C0000627,Tammy,Adams,christopher90@example.com,001-859-565-9992x01237,1996-12-14,7495 Moore Bridge,Whiteview,SD,12678,USA,2024-11-11,Retail,Verified,True,22141.25,Nurse,United Arab Emirates
C0000628,Matthew,Odom,willishenry@example.com,631-975-3626,1970-11-09,86461 Jacqueline River Suite 173,North Ashleyburgh,TN,97733,USA,2026-04-08,Premium,Verified,True,91539.68,Business Owner,United Kingdom
C0000629,Leslie,Taylor,leejanet@example.org,(335)650-5143x219,1958-08-21,087 Lowery Mountain,West Steven,DC,49569,USA,2025-01-25,Premium,Verified,True,102072.12,Investment Manager,Tokelau
